LOC121643444	XM_041990883.1#LOC121643444
LOC121643444	XM_041990875.1#LOC121643444
LOC121639658	XM_041985039.1#LOC121639658
LOC121639665	XM_041985051.1#LOC121639665
LOC121639674	XM_041985073.1#LOC121639674
LOC121639674	XM_041985064.1#LOC121639674
LOC121639674	XM_041985083.1#LOC121639674
ctrb.2	XM_041992263.1#ctrb.2
LOC121644638	XM_041992727.1#LOC121644638
galr1b	XM_041991763.1#galr1b
galr1b	XM_041991755.1#galr1b
LOC121641417	XM_041987529.1#LOC121641417
zdhhc1	XM_041990648.1#zdhhc1
hsd11b2	XM_041988816.1#hsd11b2
LOC121638369	XM_041983110.1#LOC121638369
LOC121638343	XM_041983081.1#LOC121638343
LOC121638343	XM_041983098.1#LOC121638343
LOC121638343	XM_041983072.1#LOC121638343
LOC121638343	XM_041983089.1#LOC121638343
cog8	XM_041992251.1#cog8
nob1	XM_041978646.1#nob1
wdr59	XM_041978465.1#wdr59
wdr59	XM_041978485.1#wdr59
gpatch1	XM_041983912.1#gpatch1
gpatch1	XM_041983904.1#gpatch1
LOC121641427	XM_041987540.1#LOC121641427
LOC121641437	XM_041987554.1#LOC121641437
cebpa	XM_041985786.1#cebpa
cebpg	XM_041992762.1#cebpg
fhod1	XM_041997615.1#fhod1
fhod1	XM_041997705.1#fhod1
fhod1	XM_041997787.1#fhod1
fhod1	XM_041997866.1#fhod1
LOC121648040	XM_041998228.1#LOC121648040
LOC121648040	XM_041997990.1#LOC121648040
LOC121648040	XM_041998284.1#LOC121648040
LOC121648040	XM_041998609.1#LOC121648040
LOC121648040	XM_041998522.1#LOC121648040
LOC121648040	XM_041998439.1#LOC121648040
LOC121648040	XM_041998070.1#LOC121648040
LOC121648040	XM_041998689.1#LOC121648040
LOC121648040	XM_041998357.1#LOC121648040
LOC121648040	XM_041998142.1#LOC121648040
slc9a5	XM_041993727.1#slc9a5
slc9a5	XM_041993710.1#slc9a5
slc9a5	XM_041993719.1#slc9a5
plekhg4	XM_041993653.1#plekhg4
plekhg4	XM_041993668.1#plekhg4
plekhg4	XM_041993661.1#plekhg4
plekhg4	XM_041993676.1#plekhg4
rab8b	XM_041993962.1#rab8b
katnb1	XM_041993783.1#katnb1
katnb1	XM_041993781.1#katnb1
katnb1	XM_041993780.1#katnb1
katnb1	XM_041993778.1#katnb1
katnb1	XM_041993784.1#katnb1
katnb1	XM_041993782.1#katnb1
kifc3	XM_041993698.1#kifc3
kifc3	XM_041993689.1#kifc3
cngb1a	XM_041987592.1#cngb1a
LOC121645418	XM_041993862.1#LOC121645418
LOC121645418	XM_041993870.1#LOC121645418
LOC121645441	XM_041993901.1#LOC121645441
LOC121645412	XM_041993849.1#LOC121645412
LOC121645449	XM_041993911.1#LOC121645449
gtf2a2	XM_041994113.1#gtf2a2
LOC121645397	XM_041993822.1#LOC121645397
si:ch73-204p21.2	XM_041993974.1#si:ch73-204p21.2
si:ch73-204p21.2	XM_041993983.1#si:ch73-204p21.2
LOC121641470	XM_041987612.1#LOC121641470
il17a/f2	XM_041994028.1#il17a/f2
LOC121645517	XM_041994011.1#LOC121645517
LOC121645457	XM_041993935.1#LOC121645457
LOC121645457	XM_041993944.1#LOC121645457
LOC121645457	XM_041993925.1#LOC121645457
gpn1	XM_041993835.1#gpn1
LOC121645428	XM_041993888.1#LOC121645428
LOC121645428	XM_041993879.1#LOC121645428
LOC121645381	XM_041993813.1#LOC121645381
LOC121645381	XM_041993804.1#LOC121645381
LOC121645543	XM_041994036.1#LOC121645543
LOC121641481	XM_041987625.1#LOC121641481
LOC121645470	XM_041993958.1#LOC121645470
LOC121645470	XM_041993953.1#LOC121645470
LOC121645552	XM_041994044.1#LOC121645552
LOC121645562	XM_041994061.1#LOC121645562
LOC121645562	XM_041994055.1#LOC121645562
LOC121645574	XM_041994074.1#LOC121645574
LOC121645582	XM_041994085.1#LOC121645582
LOC121645586	XM_041994099.1#LOC121645586
LOC121645374	XM_041993794.1#LOC121645374
rpl12	XM_041993995.1#rpl12
rpl12	XM_041994002.1#rpl12
pole3	XM_041994020.1#pole3
kmt5b	XM_041993765.1#kmt5b
kmt5b	XM_041993738.1#kmt5b
kmt5b	XM_041993748.1#kmt5b
kmt5b	XM_041993757.1#kmt5b
LOC121641484	XM_041987639.1#LOC121641484
LOC121643694	XM_041991253.1#LOC121643694
LOC121643694	XM_041991257.1#LOC121643694
LOC121644505	XM_041992493.1#LOC121644505
LOC121644505	XM_041992484.1#LOC121644505
LOC121644505	XM_041992503.1#LOC121644505
LOC121644505	XM_041992513.1#LOC121644505
LOC121641492	XM_041987651.1#LOC121641492
