XM_078105045.1#nyap2a	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105045.1" target=_blank>XM_078105045.1</A>
XM_040181348.2#nyap2a	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_040181348.2" target=_blank>XM_040181348.2</A>
XM_078105046.1#nyap2a	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105046.1" target=_blank>XM_078105046.1</A>
XM_078105044.1#nyap2a	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105044.1" target=_blank>XM_078105044.1</A>
XM_040175867.2#LOC120818939	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_040175867.2" target=_blank>XM_040175867.2</A>
XM_078105068.1#LOC120818939	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105068.1" target=_blank>XM_078105068.1</A>
XM_040175884.2#LOC120818939	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_040175884.2" target=_blank>XM_040175884.2</A>
XM_078105072.1#LOC120818939	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105072.1" target=_blank>XM_078105072.1</A>
XM_040175859.2#LOC120818939	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_040175859.2" target=_blank>XM_040175859.2</A>
XM_040175875.2#LOC120818939	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_040175875.2" target=_blank>XM_040175875.2</A>
XM_040175896.2#rnf168	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_040175896.2" target=_blank>XM_040175896.2</A>
XM_040175905.2#rnf168	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_040175905.2" target=_blank>XM_040175905.2</A>
XM_078105266.1#LOC120826745	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105266.1" target=_blank>XM_078105266.1</A>
XM_078105274.1#LOC120826752	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105274.1" target=_blank>XM_078105274.1</A>
XM_040189288.2#LOC120826752	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_040189288.2" target=_blank>XM_040189288.2</A>
XM_078105279.1#LOC120826752	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105279.1" target=_blank>XM_078105279.1</A>
XM_078105277.1#LOC120826752	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105277.1" target=_blank>XM_078105277.1</A>
XM_040186288.2#spint2	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_040186288.2" target=_blank>XM_040186288.2</A>
XM_040181052.2#atg16l1	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_040181052.2" target=_blank>XM_040181052.2</A>
XM_040181036.2#atg16l1	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_040181036.2" target=_blank>XM_040181036.2</A>
XM_040181043.2#atg16l1	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_040181043.2" target=_blank>XM_040181043.2</A>
XM_040181061.2#atg16l1	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_040181061.2" target=_blank>XM_040181061.2</A>
XM_078105173.1#LOC120828604	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105173.1" target=_blank>XM_078105173.1</A>
XM_078105051.1#dgkd	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105051.1" target=_blank>XM_078105051.1</A>
XM_078105052.1#dgkd	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105052.1" target=_blank>XM_078105052.1</A>
XM_078105048.1#dgkd	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105048.1" target=_blank>XM_078105048.1</A>
XM_078105053.1#dgkd	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105053.1" target=_blank>XM_078105053.1</A>
XM_078105049.1#dgkd	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105049.1" target=_blank>XM_078105049.1</A>
XM_078105050.1#dgkd	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105050.1" target=_blank>XM_078105050.1</A>
XM_078105047.1#dgkd	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105047.1" target=_blank>XM_078105047.1</A>
XM_078105055.1#dgkd	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_078105055.1" target=_blank>XM_078105055.1</A>
