XM_053856742.1#LOC128754228	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053856742.1" target=_blank>XM_053856742.1</A>
XM_053886061.1#LOC128770994	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053886061.1" target=_blank>XM_053886061.1</A>
XM_053853476.1#LOC128752349	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053853476.1" target=_blank>XM_053853476.1</A>
XM_053853475.1#LOC128752349	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053853475.1" target=_blank>XM_053853475.1</A>
XM_053853473.1#LOC128752349	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053853473.1" target=_blank>XM_053853473.1</A>
XM_053853477.1#LOC128752349	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053853477.1" target=_blank>XM_053853477.1</A>
XM_053853479.1#LOC128752349	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053853479.1" target=_blank>XM_053853479.1</A>
XM_053853478.1#LOC128752349	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053853478.1" target=_blank>XM_053853478.1</A>
XM_053864328.1#LOC128758433	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053864328.1" target=_blank>XM_053864328.1</A>
XM_053864309.1#LOC128758433	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053864309.1" target=_blank>XM_053864309.1</A>
XM_053864356.1#LOC128758433	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053864356.1" target=_blank>XM_053864356.1</A>
XM_053864337.1#LOC128758433	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053864337.1" target=_blank>XM_053864337.1</A>
XM_053864319.1#LOC128758433	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053864319.1" target=_blank>XM_053864319.1</A>
XM_053864301.1#LOC128758433	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053864301.1" target=_blank>XM_053864301.1</A>
XM_053864346.1#LOC128758433	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053864346.1" target=_blank>XM_053864346.1</A>
XM_053864366.1#LOC128758433	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053864366.1" target=_blank>XM_053864366.1</A>
XM_053864386.1#LOC128758433	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053864386.1" target=_blank>XM_053864386.1</A>
XM_053864376.1#LOC128758433	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053864376.1" target=_blank>XM_053864376.1</A>
XM_053864397.1#LOC128758433	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053864397.1" target=_blank>XM_053864397.1</A>
XM_053887572.1#LOC128771803	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053887572.1" target=_blank>XM_053887572.1</A>
XM_053887776.1#LOC128771908	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053887776.1" target=_blank>XM_053887776.1</A>
XM_053854604.1#LOC128752888	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053854604.1" target=_blank>XM_053854604.1</A>
XM_053845416.1#LOC128747492	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053845416.1" target=_blank>XM_053845416.1</A>
XM_053864032.1#LOC128758141	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053864032.1" target=_blank>XM_053864032.1</A>
XM_053864023.1#LOC128758141	<A HREF="https://www.ncbi.nlm.nih.gov/nuccore/XM_053864023.1" target=_blank>XM_053864023.1</A>
